房名信息,地点,房屋情况,房源情况,所在地区,关注/发布时间,价格（万）,单价
力高花园大4房，大门前面是天虹，看房有钥匙,力高君御国际 , | 4室2厅 | 88.72平米 | 南 | 毛坯,中楼层(共35层)2016年建板塔结合  -  ,坪山,29人关注 / 9个月以前发布,345,单价38887元/平米
桂芳园二期 方正两房 看花园安静 满五年目前深圳一套,桂芳园二期 , | 2室1厅 | 65.92平米 | 东北 | 精装,中楼层(共11层)2002年建板塔结合  -  ,布吉大芬,28人关注 / 6个月以前发布,272,单价41263元/平米
木棉湾地铁口  精装三房  楼下就是城市广场,联美新天地 , | 3室2厅 | 79.29平米 | 东北 | 精装,中楼层(共24层)2016年建板塔结合  -  ,布吉南岭,5人关注 / 3个月以前发布,385,单价48556元/平米
皇岗口岸旁，廊桥花园大三房，精装修，东南向,廊桥国际 , | 3室1厅 | 108.41平米 | 东南 | 精装,低楼层(共24层)2012年建塔楼  -  ,皇岗,2人关注 / 1个月以前发布,860,单价79329元/平米
科技园精装修两房 正南 户型方正 高楼层 采光视野好,大冲城市花园 , | 2室2厅 | 80.72平米 | 南 | 精装,中楼层(共38层)2014年建板塔结合  -  ,科技园,6人关注 / 28天以前发布,898,单价111249元/平米
缇香名苑精装一房，采光通风好，万科物业，看房方便,缇香名苑 , | 1室2厅 | 45.6平米 | 西 | 精装,低楼层(共24层)2004年建板塔结合  -  ,景田,24人关注 / 3个月以前发布,390,单价85527元/平米
皓月花园 3室1厅 470万,皓月花园 , | 3室1厅 | 111.12平米 | 南 | 简装,中楼层(共6层)2004年建板塔结合  -  ,民治,9人关注 / 1个月以前发布,470,单价42297元/平米
金山碧海  复式大宅   红本在手   业主诚意卖,金山碧海花园 , | 4室3厅 | 173.32平米 | 东南 | 毛坯,中楼层(共17层)2010年建板塔结合  -  ,盐田港,10人关注 / 3个月以前发布,490,单价28272元/平米
急售！急售！高楼层、东南向4+1房 看花园和泳池,阳光棕榈园一期 , | 4室2厅 | 146.92平米 | 东南 | 简装,中楼层(共22层)2002年建塔楼  -  ,前海,18人关注 / 1个月以前发布,990,单价67384元/平米
爱榕园 3室2厅 636万,爱榕园 , | 3室2厅 | 82.73平米 | 南 | 简装,高楼层(共7层)1997年建板楼  -  ,蛇口,14人关注 / 10个月以前发布,636,单价76877元/平米
一号线大新站旁，电梯高层 实用一房 看房随时方便,苏豪名厦 , | 1室1厅 | 51.04平米 | 东南 | 简装,中楼层(共28层)2000年建板塔结合  -  ,南头,4人关注 / 10天以前发布,245,单价48002元/平米
科技园中区，满四年，安静，采光好,凯丽花园 , | 6室0厅 | 81.56平米 | 南 | 简装,低楼层(共8层)1996年建板楼  -  ,科技园,10人关注 / 2个月以前发布,540,单价66209元/平米
业主诚心卖  三房  东南向  一手业主  满五,福源花园二期 , | 3室2厅 | 83.35平米 | 南 | 毛坯,中楼层(共14层)1999年建塔楼  -  ,福田保税区,17人关注 / 1个月以前发布,465,单价55789元/平米
三房两厅 户型方正 近地铁口 住家安静,天健阳光华苑 , | 3室2厅 | 89.29平米 | 西北 | 简装,高楼层(共31层)2001年建板塔结合  -  ,石厦,18人关注 / 1个月以前发布,730,单价81757元/平米
本房满五年少量欠款业主自赎税费少中高层单间,丽阳天下 , | 1室0厅 | 32.01平米 | 西北 | 精装,中楼层(共32层)2003年建板塔结合  -  ,石厦,2人关注 / 1个月以前发布,305,单价95283元/平米
（新）VR看房 南向 安静满5年红本 换房诚售,碧海云天一期 , | 4室2厅 | 168.56平米 | 南 | 精装,低楼层(共18层)2003年建板塔结合  -  ,竹子林,61人关注 / 一年前发布,1620,单价96109元/平米
南北通透，客厅出阳台4房，业主诚心卖，格局好,特发和平里 , | 4室2厅 | 88.81平米 | 东南 西北 | 精装,中楼层(共32层)2014年建板塔结合  -  ,上塘,26人关注 / 6个月以前发布,588,单价66209元/平米
一期南北方正3房 中间位置 前后无遮挡 满五红本,万科四季花城一期 , | 3室2厅 | 98.31平米 | 南 北 | 简装,高楼层(共6层)2000年建板楼  -  ,坂田,230人关注 / 一年前发布,435,单价44248元/平米
口岸物业双城世纪 正规两房 高层 精装修住家舒适,双城世纪 , | 2室2厅 | 69.25平米 | 东北 | 精装,中楼层(共29层)2007年建板塔结合  -  ,罗湖口岸,40人关注 / 一年前发布,330,单价47654元/平米
高层 大三房户型方正实用，装修好，业主诚心出售。,华丽花园 , | 3室2厅 | 100.21平米 | 西北 | 精装,高楼层(共29层)1995年建塔楼  -  ,螺岭,9人关注 / 4个月以前发布,488,单价48698元/平米
龙岗中 心城 深业紫麟山花园 精装大四房 诚心出售,深业紫麟山花园 , | 4室2厅 | 135.04平米 | 南 | 精装,23层2011年建板楼  -  ,龙岗中心城,108人关注 / 一年前发布,465,单价34435元/平米
澳城花园二期，高层看海，东南朝向 ，毛坯房,澳城花园二期 , | 4室1厅 | 89.72平米 | 东南 | 毛坯,中楼层(共32层)2013年建塔楼  -  ,蛇口,10人关注 / 一年前发布,1500,单价167187元/平米
福园小区 95平标准3房1卫 户型方正 朝南采光好,福园小区 , | 3室1厅 | 95.17平米 | 南 | 简装,高楼层(共7层)1999年建板塔结合  -  ,龙岗中心城,25人关注 / 11个月以前发布,320,单价33625元/平米
单身公寓 南向，香港米埔景观喜来登酒店物业,加福广场华尔登府邸 , | 1室0厅 | 40.86平米 | 南 | 精装,低楼层(共28层)2007年建板塔结合  -  ,福田保税区,86人关注 / 一年前发布,200,单价48948元/平米
星河时代花园 满5年 红本在手 成本低 手续快 随时看房,星河时代 , | 3室2厅 | 85.73平米 | 东南 | 精装,低楼层(共33层)2012年建塔楼  -  ,大运新城,122人关注 / 一年前发布,468,单价54590元/平米
绿景大两房，满五年唯一地铁口，诚心放卖,绿景花园二期 , | 2室2厅 | 70平米 | 南 | 精装,中楼层(共29层)2005年建塔楼  -  ,新洲,19人关注 / 1个月以前发布,540,单价77143元/平米
愉园新苑电梯房  诚意出售  税费少,愉园新苑 , | 3室2厅 | 104.94平米 | 西 | 简装,高楼层(共12层)2004年建板塔结合  -  ,龙岗中心城,55人关注 / 一年前发布,331,单价31542元/平米
华润城润府一期166平五房满两年红本价格可谈,华润城润府一期 , | 5室1厅 | 166.02平米 | 东 | 毛坯,中楼层(共56层)2016年建塔楼  -  ,科技园,49人关注 / 2个月以前发布,1550,单价93363元/平米
深圳北站正规三房  有钥匙随时看房  价格可谈,莱蒙水榭春天一期 , | 3室2厅 | 89.31平米 | 南 北 | 精装,低楼层(共18层)2010年建塔楼  -  ,红山,34人关注 / 3个月以前发布,605,单价67742元/平米
中海塞纳时光 温馨两房 厅出阳台 双龙抱珠户型 满五年,中海康城花园二期 , | 2室2厅 | 75.21平米 | 西北 | 精装,中楼层(共20层)2010年建板楼  -  ,大运新城,159人关注 / 一年前发布,340,单价45207元/平米
与大自然亲密接触，告别城市喧嚣，独享静谧人生。,雍翠华府 , | 3室2厅 | 75.63平米 | 西南 | 简装,低楼层(共32层)2004年建板塔结合  -  ,布心,120人关注 / 一年前发布,400,单价52890元/平米
大运新城 中海经典三房 厅出阳台 俯瞰花园 看房方便,中海康城国际一期 , | 3室2厅 | 88.83平米 | 南 | 精装,高楼层(共33层)2009年建塔楼  -  ,大运新城,19人关注 / 一年前发布,370,单价41653元/平米
满五年，红本在手，业主诚心卖，地铁口，诚心出售,峰景台大厦 , | 2室1厅 | 91.68平米 | 南 | 简装,中楼层(共28层)1994年建板塔结合  -  ,黄贝岭,1人关注 / 5个月以前发布,450,单价49084元/平米
北临购物公园，正规三房，通风采光好视野开阔花园社区,嘉洲豪园 , | 3室2厅 | 96.83平米 | 北 | 精装,高楼层(共18层)2001年建板塔结合  -  ,新洲,89人关注 / 11个月以前发布,556,单价57421元/平米
3号线地铁口  东方明珠城 四房两厅 随时看房 诚心出售,东方明珠城 , | 4室2厅 | 106.62平米 | 南 | 简装,低楼层(共32层)2007年建塔楼  -  ,龙岗中心城,256人关注 / 一年前发布,356,单价33390元/平米
远洋3房 朝南看花园 高楼层采光视野都不错,远洋新干线一期 , | 3室1厅 | 80.33平米 | 南 | 毛坯,高楼层(共32层)2014年建板塔结合  -  ,龙岗中心城,130人关注 / 一年前发布,310,单价38591元/平米
龙岗万科隔壁风临域标准4房*5房。,风临域 , | 4室2厅 | 113.13平米 | 南 北 | 简装,高楼层(共17层)2009年建板塔结合  -  ,龙岗中心城,141人关注 / 一年前发布,499,单价44109元/平米
锦云88平绝品户型四房两卫高楼层。,中粮锦云 , | 4室1厅 | 87.5平米 | 东北 | 精装,高楼层(共31层)2012年建板塔结合  -  ,西乡,24人关注 / 2个月以前发布,610,单价69715元/平米
布吉地铁口（3号线、5号线、14号线），实用户型,龙威花园一期 , | 4室1厅 | 109.24平米 | 东南 | 简装,中楼层(共8层)2001年建板塔结合  -  ,布吉关,13人关注 / 1个月以前发布,320,单价29294元/平米
业主急售急售，南北通透电梯2房，满五唯一，税少,桂芳园三期 , | 2室1厅 | 70.26平米 | 东南 西北 | 简装,中楼层(共11层)2002年建塔楼  -  ,布吉大芬,297人关注 / 一年前发布,293,单价41703元/平米
十二橡树庄园一期 2室1厅 360万,十二橡树庄园一期 , | 2室1厅 | 68.66平米 | 东南 | 精装,中楼层(共16层)2011年建板楼  -  ,坂田,10人关注 / 24天以前发布,360,单价52433元/平米
电梯三房可以拎包入住，仅需365万少税,银泉花园 , | 3室2厅 | 93.41平米 | 东南 南 | 精装,低楼层(共11层)2000年建板塔结合  -  ,龙华中心,147人关注 / 一年前发布,355,单价38005元/平米
朝南满五年，红本，唯一，采光通风效果好，标准两房。,桂芳园一期 , | 2室2厅 | 61.14平米 | 西南 | 简装,高楼层(共6层)2001年建板楼  -  ,布吉大芬,27人关注 / 一年前发布,285,单价46615元/平米
鹏达花园 标准2+1房 客厅正出阳台  满五唯一红本在手,鹏达花园 , | 3室1厅 | 76.41平米 | 东南 | 简装,中楼层(共8层)2004年建板楼  -  ,龙岗双龙,383人关注 / 一年前发布,209,单价27353元/平米
满五年深圳唯一住宅。有少量欠款可以自己赎楼,桃源居十四区 , | 3室2厅 | 108.16平米 | 北 | 简装,低楼层(共7层)1999年建塔楼  -  ,桃源居,49人关注 / 11个月以前发布,430,单价39756元/平米
诺德假日花园东南向三房出售，红本在手,诺德假日花园 , | 3室1厅 | 78.55平米 | 东南 | 精装,低楼层(共33层)2008年建板塔结合  -  ,前海,92人关注 / 一年前发布,735,单价93571元/平米
丹竹头地铁 满两年 实用三房 装修保养好,中兆花园 , | 3室2厅 | 62.87平米 | 东南 | 简装,中楼层(共8层)1999年建塔楼  -  ,布吉大芬,255人关注 / 一年前发布,245,单价38970元/平米
天健世纪花园 品质三房  看市区和莲花山景观,天健世纪花园 , | 3室2厅 | 130.14平米 | 东南 | 精装,高楼层(共30层)2003年建板塔结合  -  ,莲花,28人关注 / 一年前发布,1280,单价98356元/平米
长安花园精装三房红本高层诚意出售,长安花园 , | 3室1厅 | 98.3平米 | 东 北 | 精装,高楼层(共30层)1995年建塔楼  -  ,百花,9人关注 / 3个月以前发布,920,单价93592元/平米
满两年红本在手，业主自住装修，空置两年，直接入住,颐安都会中央二期 , | 2室1厅 | 74.27平米 | 东南 | 精装,中楼层(共31层)2016年建塔楼  -  ,大运新城,16人关注 / 1个月以前发布,369,单价49684元/平米
宝安中区高档社区，小区适宜住家高品质物业,海语西湾 , | 4室1厅 | 113.28平米 | 南 | 精装,中楼层(共17层)2009年建塔楼  -  ,碧海,140人关注 / 一年前发布,660,单价58263元/平米
红本 户型方正 看房方便 地铁小区,桂花大厦 , | 3室2厅 | 100.06平米 | 东南 | 精装,中楼层(共24层)1997年建板塔结合  -  ,地王,39人关注 / 一年前发布,420,单价41975元/平米
地铁宝体站 厅出大阳台 高层看花园，婚房装修，保养好,花样年花乡 , | 1室1厅 | 38.03平米 | 西北 | 精装,中楼层(共25层)2011年建板塔结合  -  ,宝安中心,200人关注 / 11个月以前发布,300,单价78886元/平米
荷坳地铁口 水晶之城四房 精装 诚心卖,水晶之城 , | 4室2厅 | 93.51平米 | 东南 | 精装,低楼层(共6层)2004年建板塔结合  -  ,横岗,715人关注 / 一年前发布,280,单价29944元/平米
中信红树湾南区东南朝向，标准4房，户型方正精装修,中信红树湾南区 , | 4室2厅 | 170.26平米 | 东南 | 精装,低楼层(共32层)2005年建板楼  -  ,红树湾,27人关注 / 11个月以前发布,1980,单价116293元/平米
业主急卖！南向精装一室 楼层佳视野好，满五唯一税少,五洲星苑 , | 1室0厅 | 41.41平米 | 南 | 精装,中楼层(共33层)2006年建板塔结合  -  ,景田,78人关注 / 11个月以前发布,290,单价70032元/平米
科技园34区 一梯两户 南北双阳台 采光通风好,科技园三十四区 , | 3室1厅 | 75.54平米 | 南 | 简装,高楼层(共7层)1992年建板楼  -  ,科技园,75人关注 / 一年前发布,638,单价84459元/平米
南联地铁口海航城4房看花园满2税少安静中高楼层,深圳海航城 , | 3室2厅 | 85.21平米 | 西北 | 毛坯,中楼层(共33层)2016年建板塔结合  -  ,龙岗双龙,40人关注 / 一年前发布,325,单价38142元/平米
南山脚下，依山而居，诚心卖房。,山海韵 , | 3室2厅 | 120.44平米 | 西南 东北 | 精装,中楼层(共29层)2016年建塔楼  -  ,蛇口,42人关注 / 一年前发布,940,单价78048元/平米
星海名城二期  三房出售  有钥匙  随时看房,星海名城二期七组团 , | 3室2厅 | 115.58平米 | 西南 | 简装,高楼层(共14层)2002年建板塔结合  -  ,前海,93人关注 / 一年前发布,750,单价64891元/平米
地铁口物业，红本在手，别墅小区高层,十二橡树庄园二期 , | 5室1厅 | 172.8平米 | 东南 | 毛坯,中楼层(共18层)2012年建塔楼  -  ,坂田,32人关注 / 一年前发布,910,单价52663元/平米
翠竹大二房，楼层高视野开阔，业主诚心出售随时可看。,怡泰大厦 , | 2室1厅 | 67.53平米 | 北 | 简装,高楼层(共29层)2004年建板塔结合  -  ,黄贝岭,20人关注 / 一年前发布,320,单价47387元/平米
皇御苑二期 南向看花园大三房 可以三代同堂 天伦之乐,皇御苑二期 , | 3室1厅 | 114.11平米 | 东南 | 精装,低楼层(共30层)2003年建板塔结合  -  ,皇岗,20人关注 / 一年前发布,689,单价60381元/平米
健康花城三房一卫  朝东  看花园  业主诚心出售,宇宏健康花城 , | 3室2厅 | 89.6平米 | 东 | 精装,低楼层(共33层)2017年建板塔结合  -  ,布吉石芽岭,20人关注 / 一年前发布,470,单价52456元/平米
华侨城侨城东地铁站旁金海燕花园三房南向对小区看湿地,金海燕花园 , | 3室2厅 | 108.13平米 | 东南 | 精装,高楼层(共17层)2000年建板塔结合  -  ,竹子林,40人关注 / 一年前发布,920,单价85083元/平米
地铁口湾畔花园三房朝南，高楼层，景观视野好，通风,中海深圳湾畔花园 , | 3室2厅 | 102.58平米 | 西南 | 简装,中楼层(共33层)2003年建塔楼  -  ,白石洲,61人关注 / 11个月以前发布,780,单价76039元/平米
高层视野开阔   梧桐山景一览无余,锦荟PARK , | 3室2厅 | 89.38平米 | 南 | 毛坯,高楼层(共33层)2016年建板塔结合  -  ,横岗,89人关注 / 11个月以前发布,365,单价40837元/平米
恒大精装次新房 从未入住 红本在手费用少 大入户,恒大国香山 , | 3室2厅 | 88.77平米 | 东南 | 精装,低楼层(共41层)2015年建板塔结合  -  ,布吉南岭,85人关注 / 7个月以前发布,379,单价42695元/平米
高层南向两房 安静舒适 户型方正  通风采光好,帝港海湾豪园 , | 2室1厅 | 61.12平米 | 南 | 简装,高楼层(共27层)2003年建塔楼  -  ,福田保税区,283人关注 / 一年前发布,425,单价69536元/平米
海境界家园一期 满五年唯一 精装平层两房,海境界家园一期 , | 2室1厅 | 77.76平米 | 南 | 精装,高楼层(共15层)2013年建塔楼  -  ,蛇口,32人关注 / 一年前发布,839,单价107897元/平米
此房满2年，一手业主，中间楼层，可以拎包入住.,保利上城 , | 2室2厅 | 71.92平米 | 东南 | 精装,低楼层(共33层)2014年建板塔结合  -  ,龙岗中心城,35人关注 / 一年前发布,330,单价45885元/平米
